Surface habitable,Surface du terrain,Chambres,Meublé,Type de cuisine,Surface du jardin,Terrasse,Surface de la terrasse,Nombre de façades,État du bâtiment,Combien de feux ouverts ?,Piscine,Salles de bains,Toilettes,Dressing,Cave,Bureau,Salon,Parkings intérieurs,Parkings extérieurs,Salle à manger,Salles de douche,Buanderie,Année de construction,id,transactionType,type,subtype,zip,price,état
140,155,4,Non,Équipée,155,None,None,3,Bon,None,None,1,2,Non,None,Non,None,1,1,None,None,None,None,9258646,for sale,house,house,6953,159000,good
270,100,3,None,Pas équipée,100,None,None,2,À rénover,None,None,1,2,None,None,None,None,None,None,Oui,None,None,None,8988362,for sale,house,house,6061,165000,to renovate
265,440,4,Non,Pas équipée,None,Oui,None,3,À rénover,None,None,1,3,None,None,None,None,None,None,None,1,None,None,9066079,for sale,house,house,5575,169000,to renovate
101,483,2,None,Semi-équipée,400,Oui,None,3,Bon,None,None,1,1,None,Oui,None,None,2,4,None,None,None,None,9285332,for sale,house,house,4540,175000,good
100,610,2,None,Équipée,None,None,40,3,Excellent état,None,None,None,1,None,None,None,None,1,None,Oui,1,None,None,9281371,for sale,house,house,4570,175000,as new
115,849,2,None,Semi-équipée,700,Oui,None,3,À rafraîchir,None,None,1,1,None,None,None,None,1,None,None,1,None,None,9138690,for sale,house,house,4577,175000,to be done up
180,160,4,Non,Pas équipée,None,None,29,2,À rafraîchir,None,None,1,2,Non,None,Oui,None,None,None,Oui,None,None,None,9262816,for sale,house,house,5030,175000,to be done up
293,1190,3,Non,Semi-équipée,None,Oui,None,3,Bon,None,None,1,2,None,None,None,Oui,None,3,None,None,None,1850,9270787,for sale,house,house,6660,175000,good
150,620,2,Non,Pas équipée,None,None,None,2,À rénover,None,None,1,1,None,Oui,None,None,None,None,None,1,None,1850,9104823,for sale,house,house,6792,175000,to renovate
100,82,2,Non,Équipée,None,None,30,2,Bon,None,None,1,1,None,Oui,None,None,1,None,None,None,None,1959,9168293,for sale,house,house,4032,179000,good
120,933,3,Non,Équipée,933,None,20,3,Bon,None,None,1,1,Non,Oui,Non,None,3,2,None,None,None,None,9234843,for sale,house,house,6900,179000,good
178,134,3,Non,Équipée,None,None,50,2,Bon,None,None,1,1,None,None,None,None,None,None,None,1,None,None,9192837,for sale,house,house,4610,179500,good
83,200,3,None,Semi-équipée,200,None,15,2,Bon,None,None,1,2,None,None,None,None,None,None,None,1,None,None,9248817,for sale,house,house,4460,185000,good
115,127,2,None,Semi-équipée,None,None,None,2,À rafraîchir,None,None,2,2,None,None,None,None,6,None,None,None,None,None,9269476,for sale,house,house,4500,185000,to be done up
120,107,4,None,Pas équipée,None,None,15,3,À rafraîchir,None,None,1,2,None,None,None,None,1,None,None,None,None,None,9213221,for sale,house,house,4560,185000,to be done up
120,240,1,None,Équipée,120,None,21,4,Bon,None,None,1,1,None,None,None,None,None,1,None,None,None,None,9208040,for sale,house,house,4610,185000,good
165,250,5,Non,Semi-équipée,80,None,40,2,À rafraîchir,None,None,3,3,None,None,None,None,None,None,Oui,None,None,None,9115539,for sale,house,apartment block,4800,185000,to be done up
152,201,4,Non,Équipée,None,None,12,2,Bon,None,None,1,2,None,Oui,None,None,None,None,None,None,None,None,9280580,for sale,house,house,4400,188500,good
80,606,2,Non,Semi-équipée,500,None,30,3,À rafraîchir,None,None,1,1,None,Oui,None,None,1,1,Oui,1,None,None,9108053,for sale,house,house,4870,189000,to be done up
130,60,4,Non,None,None,None,None,2,Excellent état,None,None,1,2,Non,None,Non,None,None,None,None,None,None,None,9109615,for sale,house,house,9600,189000,as new
None,492,3,Non,Équipée,None,Oui,None,3,Fraîchement rénové,None,None,1,2,None,Oui,None,None,2,None,None,None,None,1979,8870035,for sale,house,house,6600,190000,just renovated
182,240,3,None,Équipée,145,None,None,3,Bon,None,None,1,1,None,Oui,None,None,1,None,None,None,None,None,9167446,for sale,house,house,6031,195000,good
210,119,3,Non,Semi-équipée,None,None,None,3,À rénover,None,None,3,3,None,Oui,None,None,2,None,None,None,None,1956,8412149,for sale,house,apartment block,3270,198000,to renovate
160,158,4,Non,Équipée,50,None,45,2,None,1,None,1,2,None,None,None,None,1,None,Oui,None,None,1930,9251859,for sale,house,house,4102,198000,None
205,160,4,Non,Semi-équipée,50,None,15,2,À rafraîchir,None,None,1,1,None,None,Oui,None,None,None,Oui,2,None,None,8911126,for sale,house,house,4870,198500,to be done up
151,150,3,Non,Équipée,None,None,None,2,À rénover,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1900,9209431,for sale,house,house,2870,199000,to renovate
235,430,5,Non,Équipée,190,None,37,3,À rafraîchir,None,None,3,3,None,None,Oui,None,None,None,None,3,None,None,9192905,for sale,house,house,4100,199000,to be done up
173,456,2,Non,None,270,Oui,None,3,À rafraîchir,None,None,1,1,None,Oui,None,None,1,None,None,None,None,None,9286859,for sale,house,house,4530,199000,to be done up
153,1640,4,Non,Semi-équipée,None,None,None,4,À rénover,None,None,None,2,None,None,None,None,2,None,None,1,None,1960,9277296,for sale,house,house,6850,199000,to renovate
144,720,3,Non,Semi-équipée,415,None,None,4,À rénover,None,None,1,1,None,Oui,None,None,1,3,None,None,None,1919,9243534,for sale,house,house,9470,199000,to renovate
110,465,3,Non,Équipée,None,None,14,4,Bon,None,None,1,1,None,None,None,None,1,1,None,1,None,None,9051525,for sale,house,house,6043,205000,good
171,70,4,Non,Hyper équipée,None,None,10,2,Excellent état,None,None,2,3,None,Oui,None,None,None,None,None,1,None,1925,9250251,for sale,house,house,9600,205000,as new
147,354,3,Non,Semi-équipée,206,None,None,2,À rénover,None,None,1,2,None,Oui,None,None,1,None,None,1,None,1949,7029637,for sale,house,house,2890,210000,to renovate
None,2307,3,Non,Semi-équipée,None,None,None,4,Bon,None,None,1,1,None,None,None,None,1,None,None,None,None,1980,9139972,for sale,house,house,6600,210000,good
180,215,3,Non,Pas équipée,40,None,25,3,À rénover,None,None,1,1,None,None,None,Oui,1,2,None,None,None,None,9254739,for sale,house,house,4870,214000,to renovate
262,3629,3,None,Équipée,None,Oui,None,4,À rafraîchir,None,None,1,2,None,Oui,Oui,None,1,3,Oui,None,None,1918,9236580,for sale,house,house,5650,215000,to be done up
100,250,3,Non,Semi-équipée,None,None,31,2,Bon,None,None,1,2,None,Oui,None,None,None,None,None,None,None,1959,9158729,for sale,house,house,4100,219000,good
109,203,3,Non,Équipée,None,None,12,3,None,None,None,1,1,None,None,None,None,None,2,None,None,None,2020,8965447,for sale,house,house,6950,220790,None
101,60,3,Non,Semi-équipée,None,None,None,2,À rénover,None,None,1,2,None,Oui,None,None,None,None,None,None,None,1921,9051333,for sale,house,house,3020,225000,to renovate
136,102,3,Non,Équipée,36,None,3,2,À rafraîchir,None,None,1,1,None,None,None,None,None,None,None,None,None,None,9216810,for sale,house,house,4000,225000,to be done up
185,400,5,Non,Équipée,280,None,64,2,Bon,None,None,2,2,None,None,None,None,None,None,Oui,None,None,None,9025440,for sale,house,house,4800,225000,good
85,393,2,Non,Semi-équipée,200,None,30,4,Fraîchement rénové,None,None,1,1,None,None,None,None,1,2,None,None,None,1964,9270820,for sale,house,bungalow,4630,229000,just renovated
90,802,3,Non,Équipée,500,None,30,4,Fraîchement rénové,None,None,None,None,None,Oui,None,None,1,2,None,1,None,1959,9046034,for sale,house,house,5300,229000,just renovated
266,651,3,Non,Équipée,None,None,None,3,Bon,1,None,1,2,Non,None,Oui,None,1,1,None,None,None,1956,9287813,for sale,house,house,6001,229000,good
266,651,3,Non,Équipée,None,None,None,3,Bon,1,None,1,2,Non,None,Oui,None,1,1,None,None,None,1956,9185787,for sale,house,house,6010,229000,good
220,160,4,Non,Semi-équipée,60,None,15,3,Bon,None,None,1,2,None,Oui,None,None,1,1,None,None,None,1930,9231569,for sale,house,house,9600,229000,good
164,1136,4,Non,Équipée,800,None,20,3,Bon,None,None,1,2,None,None,Oui,None,1,2,None,None,None,1978,9268958,for sale,house,house,6040,230000,good
170,369,5,Non,Semi-équipée,80,None,30,3,Bon,None,None,1,2,None,None,None,None,None,1,Oui,None,None,None,9248823,for sale,house,house,4860,234000,good
140,269,2,Non,Équipée,None,None,None,2,Bon,None,None,1,1,None,None,None,None,1,None,None,None,None,1972,9123973,for sale,house,house,2360,235000,good
110,379,3,None,Équipée,None,Oui,None,4,À rénover,None,None,1,1,None,Oui,None,None,1,None,None,None,None,1954,9168469,for sale,house,house,4000,235000,to renovate
200,60,4,Non,Semi-équipée,None,None,8,2,À rénover,None,None,2,3,Non,None,Non,Oui,None,None,Oui,None,None,None,9268226,for sale,house,house,4000,240000,to renovate
206,367,3,Non,Équipée,None,Oui,None,2,Bon,None,None,1,1,None,None,None,None,1,None,None,None,None,None,9285154,for sale,house,house,7640,240000,good
128,None,2,Non,Équipée,None,Oui,None,3,Excellent état,None,None,1,1,None,None,None,None,None,1,None,1,None,2010,9218163,for sale,house,house,6800,245000,as new
120,395,3,Non,Hyper équipée,None,None,8,3,Bon,None,None,1,2,None,Oui,None,None,1,2,Oui,None,None,None,9288596,for sale,house,house,7300,245000,good
250,1013,5,Non,Semi-équipée,1013,None,None,4,À rénover,None,None,None,2,None,None,Oui,None,1,None,None,2,None,1976,9187915,for sale,house,villa,7822,245000,to renovate
111,62,2,Non,Semi-équipée,None,None,None,2,À rafraîchir,None,None,1,2,None,Oui,None,None,None,None,None,None,None,1937,9278116,for sale,house,house,9000,247000,to be done up
110,58,2,Non,Semi-équipée,None,None,None,2,À rafraîchir,None,None,1,1,None,None,None,None,None,None,None,None,None,1937,9278115,for sale,house,house,9000,247000,to be done up
246,139,4,Non,Semi-équipée,None,None,14,3,Excellent état,None,None,2,2,None,None,Oui,None,None,None,Oui,2,None,None,8813059,for sale,house,mixed use building,4800,249000,as new
152,192,3,Non,Équipée,100,None,25,3,Excellent état,None,None,1,2,None,None,Oui,None,None,None,Oui,1,None,None,9244534,for sale,house,house,4860,249000,as new
137,5115,2,Non,Équipée,None,None,None,4,Bon,None,None,1,2,None,None,None,None,2,None,None,None,None,2010,9189016,for sale,house,house,5550,249000,good
145,291,4,None,Équipée,125,None,20,2,Bon,None,None,1,1,None,Oui,None,None,1,3,Oui,None,None,1962,9235252,for sale,house,house,4430,249500,good
220,292,5,None,Équipée,None,None,50,3,À rafraîchir,None,None,None,3,None,Oui,None,None,None,None,None,3,None,None,9191948,for sale,house,house,4500,250000,to be done up
150,300,3,Non,Équipée,None,None,None,3,Excellent état,None,None,1,2,Non,None,Non,Oui,1,2,Oui,1,Oui,None,9285395,for sale,house,house,5060,250000,as new
250,200,3,Non,Américaine équipée,None,None,20,2,Excellent état,None,None,2,3,None,None,Oui,None,1,None,Oui,2,None,None,9237956,for sale,house,house,7300,250000,as new
250,200,3,Non,Américaine équipée,None,None,20,2,Excellent état,None,None,2,3,None,None,Oui,None,1,None,Oui,2,None,None,9235383,for sale,house,mixed use building,7300,250000,as new
135,110,2,None,None,None,None,15,3,None,None,None,1,2,None,None,None,None,None,None,None,1,None,1952,8659543,for sale,house,house,5550,255000,None
161,479,4,Non,Semi-équipée,250,None,25,3,Bon,1,None,1,1,None,Oui,None,None,1,None,None,None,None,None,9276111,for sale,house,house,4480,259000,good
181,859,5,Non,Équipée,859,None,30,4,Bon,None,None,2,2,Non,None,Non,None,None,5,None,None,None,None,9177247,for sale,house,house,5377,269000,good
185,240,3,Non,Équipée,150,None,20,3,À rénover,None,None,1,1,Non,None,Non,None,2,2,None,None,None,1918,9214640,for sale,house,house,8460,270000,to renovate
230,687,4,None,Semi-équipée,487,None,20,3,Bon,None,None,1,2,None,Oui,None,None,1,None,None,None,None,None,9254045,for sale,house,house,4530,275000,good
165,828,3,None,Semi-équipée,700,Oui,None,3,Bon,None,None,2,2,None,Oui,None,None,2,4,None,None,None,None,9286844,for sale,house,house,4540,275000,good
287,4345,3,None,Équipée,4000,None,None,4,Bon,None,None,1,2,None,None,Oui,None,2,2,None,None,Oui,None,9243240,for sale,house,country cottage,4700,275000,good
219,181,4,Non,Pas équipée,None,Oui,None,2,À rafraîchir,None,None,1,1,None,Oui,None,None,None,None,None,None,None,1930,8895735,for sale,house,house,3020,279000,to be done up
140,390,3,Non,Équipée,250,None,40,4,Bon,None,None,1,2,None,None,None,None,2,None,None,None,None,None,9253719,for sale,house,house,4690,279000,good
164,269,3,None,Hyper équipée,None,None,32,2,Excellent état,None,None,1,2,None,None,None,None,1,2,Oui,None,Oui,2021,9262615,for sale,house,house,6890,279000,as new
